league,club,season,window,player,group,type,weight,labels,fee,mv_at_purchase,from_club,sold,sale_fee,seasons_eval,rating,minutes,profit_loss,rating_imp,efficiency,mv_growth
LaLiga,Girona FC,22/23,summer,David López,CB,rotation,1.0,rotation_option,€0,€1.8m,RCD Espanyol Barcelona,False,,4,8.217,5.223,,1.369,0.5,1.125
LaLiga,Girona FC,22/23,summer,Toni Fuidias,GK,starter,2.0,replaces_sold,€0,€300k,6767,False,,2,0.588,0.0,,,0.588,0.0
LaLiga,Girona FC,22/23,summer,Pau Víctor,CF,starter,2.0,replaces_sold,,€200k,38006,True,€5.5m,1,4.074,0.0,3.333,,0.556,0.185
LaLiga,Girona FC,22/23,summer,Óscar Ureña,W,starter,2.0,replaces_sold,,€200k,38006,True,€0,1,0.0,0.191,-1.333,-0.201,-0.5,0.333
LaLiga,Girona FC,22/23,summer,Ilyas Chaira,W,starter,2.0,replaces_sold,,€100k,38006,True,€1.5m,1,2.941,0.0,3.529,,-0.588,
LaLiga,Girona FC,22/23,summer,Arnau Ortiz,W,starter,2.0,replaces_sold,,€100k,38006,True,€0,1,0.0,0.0,-1.569,,-0.588,
LaLiga,Girona FC,22/23,summer,Gabri Martínez,W,starter,2.0,replaces_sold,,€100k,38006,True,€0,1,0.0,0.0,-1.569,,-0.588,
LaLiga,Girona FC,22/23,summer,Álex Sala,MID,starter,2.0,replaces_sold,,€50k,38006,True,€500k,1,4.444,0.0,3.333,,0.556,0.556
LaLiga,Girona FC,22/23,winter,Viktor Tsygankov,W,starter,2.0,replaces_sold|significant_outlay,€5.0m,€22.0m,338,False,,4,5.01,4.295,,0.249,0.5,-0.034
LaLiga,Girona FC,22/23,winter,Alexander Callens,CB,rotation,1.0,rotation_option,€0,€2.0m,40058,True,€300k,1,2.079,0.513,0.3,0.816,0.0,0.45
LaLiga,Girona FC,23/24,summer,Artem Dovbyk,CF,starter,2.0,improves_problem|replaces_sold|significant_outlay,€7.8m,€15.0m,60551,True,€41.1m,1,8.677,5.078,2.5,0.259,0.395,0.444
LaLiga,Girona FC,23/24,summer,Jhon Solís,MID,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€6.0m,€700k,8172,False,,3,1.256,0.893,,-0.636,-0.5,1.5
LaLiga,Girona FC,23/24,summer,Yangel Herrera,MID,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€5.0m,€5.0m,Manchester City,True,€11.0m,2,6.332,4.276,1.6,0.115,-0.222,0.562
LaLiga,Girona FC,23/24,summer,Iván Martín,MID,starter,2.0,addresses_problem|replaces_sold,€2.0m,€3.0m,Villarreal CF,False,,3,6.895,5.16,,-0.057,0.5,1.292
LaLiga,Girona FC,23/24,summer,Portu,W,starter,2.0,addresses_problem|improves_problem|replaces_sold,€1.5m,€3.5m,Getafe CF,False,,3,1.476,1.701,,-0.372,0.5,-0.352
LaLiga,Girona FC,23/24,summer,Daley Blind,CB,starter,2.0,addresses_problem|replaces_sold,€0,€3.0m,Bayern Munich,False,,3,6.278,5.886,,0.236,0.5,-0.344
LaLiga,Girona FC,23/24,summer,Paulo Gazzaniga,GK,starter,2.0,improves_problem|replaces_sold|rotation_option,€0,€3.0m,Fulham FC,False,,3,6.982,6.5,,0.038,0.5,-0.056
LaLiga,Girona FC,24/25,summer,Yáser Asprilla,W,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€18.0m,€9.0m,Watford FC,False,,2,7.062,4.687,,1.375,-0.5,1.5
LaLiga,Girona FC,24/25,summer,Ladislav Krejčí,CB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€12.0m,€10.0m,197,False,,2,5.491,3.678,,0.647,-0.333,1.5
LaLiga,Girona FC,24/25,summer,Abel Ruiz,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€9.0m,€12.0m,SC Braga,False,,2,5.5,3.649,,1.028,0.417,0.406
LaLiga,Girona FC,24/25,summer,Bojan Miovski,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€6.5m,€4.0m,370,True,€3.0m,1,5.829,3.842,0.923,0.835,-0.083,0.312
LaLiga,Girona FC,24/25,summer,Alejandro Francés,CB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€3.5m,€4.0m,142,False,,2,8.033,5.431,,1.457,0.208,0.938
LaLiga,Girona FC,24/25,summer,Donny van de Beek,MID,starter,2.0,addresses_problem|replaces_sold,€500k,€5.0m,Manchester United,False,,2,1.493,1.547,,-0.254,0.5,-0.3
LaLiga,Girona FC,24/25,summer,Gabriel Misehouy,MID,starter,2.0,addresses_problem|replaces_sold,€0,€1.0m,8817,False,,1,0.75,0.528,,-0.277,0.5,0.0
LaLiga,Girona FC,24/25,winter,Arthur Melo,MID,starter,2.0,addresses_problem|replaces_sold,€700k,€5.0m,Juventus FC,False,,1,2.929,2.34,,,0.588,0.0
LaLiga,Girona FC,25/26,summer,Vladyslav Vanat,CF,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€15.0m,€15.0m,338,False,,1,3.908,4.139,,-0.231,0.0,0.0
LaLiga,Girona FC,25/26,summer,Bryan Gil,W,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€6.0m,€15.0m,Tottenham Hotspur,False,,1,3.207,3.351,,-0.444,0.5,-0.2
LaLiga,Girona FC,25/26,summer,Azzedine Ounahi,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€6.0m,€10.0m,Olympique Marseille,False,,1,4.808,3.729,,0.579,0.5,0.0
LaLiga,Girona FC,25/26,summer,Hugo Rincón,RB,rotation,1.0,rotation_option,€200k,€2.0m,Athletic Bilbao,False,,1,9.931,6.5,,1.431,0.5,1.5
LaLiga,Girona FC,25/26,summer,Álex Moreno,LB,rotation,1.0,replaces_sold|rotation_option,€0,€7.0m,Aston Villa,False,,1,9.175,6.5,,1.425,0.5,0.75
LaLiga,Girona FC,25/26,summer,Axel Witsel,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€2.0m,Atlético de Madrid,False,,1,5.513,5.349,,-0.036,0.5,-0.3
LaLiga,Girona FC,25/26,summer,Min-su Kim,W,starter,2.0,addresses_problem|improves_problem|replaces_sold,,€300k,38006,False,,1,0.0,0.0,,,,
LaLiga,Girona FC,25/26,winter,Fran Beltrán,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€150k,€5.0m,Celta de Vigo,False,,1,2.59,2.141,,-0.051,0.5,0.0
LaLiga,Girona FC,25/26,winter,Rubén Blanco,GK,starter,2.0,improves_problem|replaces_sold,,€800k,515,False,,1,0.0,0.0,,,,0.0
Premier League,Brighton & Hove Albion,19/20,summer,Adam Webster,CB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€22.2m,€9.0m,698,False,,7,7.482,5.093,,1.485,-0.5,1.405
Premier League,Brighton & Hove Albion,19/20,summer,Neal Maupay,CF,starter,2.0,improves_problem|replaces_sold|significant_outlay,€15.6m,€12.0m,Brentford FC,True,€11.8m,3,4.2,4.927,-0.322,-0.087,-0.497,0.181
Premier League,Brighton & Hove Albion,19/20,summer,Leandro Trossard,W,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€15.6m,€16.0m,1184,True,€24.0m,4,5.055,4.272,0.723,0.094,-0.144,0.109
Premier League,Brighton & Hove Albion,19/20,summer,Matt Clarke,CB,rotation,1.0,replaces_sold|rotation_option,€3.9m,€200k,1020,True,€2.6m,2,1.914,0.0,1.481,,-0.401,0.833
Premier League,Brighton & Hove Albion,19/20,winter,Aaron Mooy,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€3.3m,€12.0m,Huddersfield Town,True,€4.5m,1,4.459,4.072,0.485,-0.029,0.0,-0.069
Premier League,Brighton & Hove Albion,19/20,winter,Tariq Lamptey,RB,starter,2.0,addresses_problem|improves_problem|replaces_sold,€1.2m,,9250,True,€3.0m,6,3.232,1.808,2.105,-0.155,-0.526,
Premier League,Brighton & Hove Albion,20/21,summer,Jakub Moder,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€11.0m,€3.0m,238,True,€1.5m,5,0.0,1.159,-1.152,-0.345,-0.5,0.5
Premier League,Brighton & Hove Albion,20/21,summer,Andi Zeqiri,CF,starter,2.0,improves_problem|replaces_sold,€4.0m,€1.5m,527,True,€2.8m,2,0.0,0.161,-0.417,-0.309,-0.429,0.2
Premier League,Brighton & Hove Albion,20/21,summer,Michal Karbownik,LB,starter,2.0,addresses_problem|replaces_sold,€3.9m,€6.0m,255,True,€1.3m,2,0.0,0.0,-0.988,,0.0,-0.139
Premier League,Brighton & Hove Albion,20/21,summer,Jan Paul van Hecke,CB,rotation,1.0,replaces_sold|rotation_option,€2.0m,€1.8m,NAC Breda,False,,5,7.395,4.177,,1.453,-0.185,1.95
Premier League,Brighton & Hove Albion,20/21,summer,Joël Veltman,RB,starter,2.0,addresses_problem|improves_problem|replaces_sold,€1.0m,€8.0m,Ajax Amsterdam,False,,6,4.521,4.113,,0.022,0.5,-0.115
Premier League,Brighton & Hove Albion,20/21,summer,Adam Lallana,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€9.5m,Liverpool FC,True,€0,4,0.485,2.303,-1.333,-0.223,0.0,-0.261
Premier League,Brighton & Hove Albion,20/21,summer,Danny Welbeck,CF,starter,2.0,improves_problem|replaces_sold|rotation_option,€0,€5.5m,Watford FC,False,,6,4.206,3.873,,-0.045,0.5,-0.121
Premier League,Brighton & Hove Albion,20/21,winter,Moisés Caicedo,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€28.2m,€5.0m,19309,True,€116.0m,3,4.827,2.431,2.0,0.123,0.0,0.272
Premier League,Brighton & Hove Albion,21/22,summer,Enock Mwepu,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€23.0m,€13.0m,409,True,,1,1.747,2.422,,-0.21,-0.625,0.16
Premier League,Brighton & Hove Albion,21/22,summer,Marc Cucurella,LB,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€18.0m,€20.0m,Getafe CF,True,€65.3m,1,8.74,6.0,2.0,0.273,0.333,0.133
Premier League,Brighton & Hove Albion,21/22,summer,Abdallah Sima,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€8.0m,€11.0m,62,True,€4.5m,2,0.0,0.0,-0.648,,-0.025,-0.109
Premier League,Brighton & Hove Albion,21/22,summer,Kjell Scherpen,GK,starter,2.0,improves_problem|replaces_sold,€5.0m,€2.8m,Ajax Amsterdam,True,€2.0m,1,0.0,0.0,-0.889,,-0.556,-0.079
Premier League,Brighton & Hove Albion,21/22,summer,Kaoru Mitoma,W,starter,2.0,addresses_problem|replaces_sold,€3.0m,€1.8m,9598,False,,4,6.029,4.296,,-0.017,-0.5,2.25
Premier League,Brighton & Hove Albion,21/22,summer,Jeremy Sarmiento,W,starter,2.0,addresses_problem|replaces_sold,€580k,,8889,False,,4,0.0,0.147,,-0.759,,
Premier League,Brighton & Hove Albion,21/22,summer,Haydon Roberts,LB,starter,2.0,addresses_problem|improves_problem|replaces_sold,,€500k,39336,True,€0,2,0.0,0.0,-1.481,,-0.556,0.074
Premier League,Brighton & Hove Albion,21/22,winter,Kacper Kozlowski,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€11.0m,€10.0m,324,True,€200k,1,0.0,0.0,-1.54,,-0.392,
Premier League,Brighton & Hove Albion,21/22,winter,Deniz Undav,CF,starter,2.0,improves_problem|replaces_sold|significant_outlay,€7.0m,€5.0m,3948,True,€26.7m,1,3.202,1.207,2.0,-0.145,-0.193,0.333
Premier League,Brighton & Hove Albion,22/23,summer,Pervis Estupiñán,LB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€17.8m,€20.0m,Villarreal CF,True,€17.0m,3,9.072,5.82,1.91,1.0,-0.158,0.5
Premier League,Brighton & Hove Albion,22/23,summer,Julio Enciso,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€11.6m,€11.0m,9875,True,€9.5m,3,0.748,1.014,-0.241,-0.062,-0.295,0.333
Premier League,Brighton & Hove Albion,22/23,summer,Billy Gilmour,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€8.3m,€12.0m,Chelsea FC,True,€14.8m,2,3.619,2.566,1.036,-0.166,0.1,0.083
Premier League,Brighton & Hove Albion,22/23,summer,Simon Adingra,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€8.0m,€1.5m,2778,True,€24.4m,2,5.447,3.241,2.0,-0.187,-0.357,0.75
Premier League,Brighton & Hove Albion,22/23,summer,Evan Ferguson,CF,starter,2.0,improves_problem|replaces_sold,,€600k,39336,False,,3,4.036,1.891,,-0.223,,2.368
Premier League,Brighton & Hove Albion,22/23,winter,Facundo Buonanotte,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€6.0m,€9.0m,1418,False,,2,2.642,2.039,,-0.564,0.5,0.667
Premier League,Brighton & Hove Albion,22/23,winter,Yasin Ayari,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€4.0m,€4.0m,272,False,,4,2.936,2.09,,-0.248,0.0,1.094
Premier League,Brighton & Hove Albion,23/24,summer,João Pedro,CF,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€34.2m,€32.0m,Watford FC,True,€63.7m,2,5.632,3.899,1.15,0.251,0.171,0.161
Premier League,Brighton & Hove Albion,23/24,summer,Carlos Baleba,MID,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€27.0m,€5.0m,LOSC Lille,False,,3,8.988,6.424,,1.189,-0.5,1.875
Premier League,Brighton & Hove Albion,23/24,summer,Bart Verbruggen,GK,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€20.0m,€10.0m,58,False,,3,6.452,5.664,,0.022,-0.5,1.267
Premier League,Brighton & Hove Albion,23/24,summer,Igor Julio,CB,starter,2.0,addresses_problem|improves_problem|significant_outlay,€16.5m,€10.0m,ACF Fiorentina,False,,3,1.544,1.827,,-0.417,-0.5,0.633
Premier League,Brighton & Hove Albion,23/24,summer,Mahmoud Dahoud,MID,rotation,1.0,replaces_sold|rotation_option,€0,€12.0m,Borussia Dortmund,True,€0,1,2.865,1.991,0.0,0.624,0.0,0.25
Premier League,Brighton & Hove Albion,23/24,summer,James Milner,MID,rotation,1.0,replaces_sold|rotation_option,€0,€1.5m,Liverpool FC,False,,3,5.453,2.738,,1.297,0.5,0.917
Premier League,Brighton & Hove Albion,23/24,summer,Reda Khadra,MID,rotation,1.0,replaces_sold|rotation_option,,€1.4m,39336,True,€1.9m,1,2.941,0.0,2.353,,0.588,
Premier League,Brighton & Hove Albion,23/24,summer,Carl Rushworth,GK,starter,2.0,addresses_problem|improves_problem|replaces_sold,,€900k,39336,False,,3,2.188,0.0,,,,2.188
Premier League,Brighton & Hove Albion,23/24,summer,Jensen Weir,MID,rotation,1.0,replaces_sold|rotation_option,,€450k,39336,True,,1,0.513,0.0,,,,0.513
Premier League,Brighton & Hove Albion,23/24,summer,Marc Leonard,MID,rotation,1.0,replaces_sold|rotation_option,,€300k,39336,True,€590k,1,3.333,0.0,2.222,,0.556,0.556
Premier League,Brighton & Hove Albion,23/24,winter,Valentín Barco,MID,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€9.2m,€13.0m,189,True,€10.0m,2,3.838,0.675,2.0,0.574,0.108,0.481
Premier League,Brighton & Hove Albion,24/25,summer,Georginio Rutter,CF,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€46.7m,€18.0m,Leeds United,False,,2,3.788,3.65,,-0.084,-0.5,0.722
Premier League,Brighton & Hove Albion,24/25,summer,Yankuba Minteh,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€35.0m,€16.0m,Newcastle United,False,,2,5.117,4.482,,-0.053,-0.5,1.188
Premier League,Brighton & Hove Albion,24/25,summer,Mats Wieffer,RB,starter,2.0,addresses_problem|improves_problem|significant_outlay,€32.0m,€30.0m,Feyenoord Rotterdam,False,,2,2.71,3.079,,-0.091,-0.111,-0.167
Premier League,Brighton & Hove Albion,24/25,summer,Brajan Gruda,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€31.5m,€20.0m,1.FSV Mainz 05,False,,2,0.911,1.475,,-0.314,-0.5,0.25
Premier League,Brighton & Hove Albion,24/25,summer,Ferdi Kadıoğlu,LB,starter,2.0,addresses_problem|significant_outlay,€30.0m,€30.0m,36,False,,2,3.55,3.661,,-0.027,0.0,-0.083
Premier League,Brighton & Hove Albion,24/25,summer,Matt O'Riley,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€29.5m,€20.0m,371,False,,2,0.531,1.205,,-0.224,-0.5,0.05
Premier League,Brighton & Hove Albion,24/25,summer,Ibrahim Osman,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€19.5m,€12.0m,2778,False,,1,0.0,0.0,,,-0.588,-0.49
Premier League,Brighton & Hove Albion,24/25,summer,Malick Yalcouyé,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€7.0m,€5.0m,801,False,,1,1.059,0.0,,,-0.588,1.647
Premier League,Brighton & Hove Albion,24/25,summer,Amario Cozier-Duberry,W,starter,2.0,addresses_problem|replaces_sold,€0,€2.0m,9249,False,,2,1.471,0.0,,,0.588,0.882
Premier League,Brighton & Hove Albion,24/25,summer,Odeluga Offiah,CB,rotation,1.0,replaces_sold|rotation_option,,€300k,39336,True,€1.6m,1,3.889,0.0,2.778,,0.556,0.556
Premier League,Brighton & Hove Albion,24/25,winter,Stefanos Tzimas,CF,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€26.5m,€10.0m,1.FC Nuremberg,False,,1,0.657,0.279,,-0.121,-0.5,1.0
Premier League,Brighton & Hove Albion,24/25,winter,Diego Gómez,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€13.0m,€12.0m,69261,False,,2,3.045,2.798,,-0.239,-0.139,0.625
Premier League,Brighton & Hove Albion,24/25,winter,Eiran Cashin,CB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€10.8m,€1.8m,22,False,,2,1.282,0.045,,0.237,-0.5,1.5
Premier League,Brighton & Hove Albion,25/26,summer,Charalampos Kostoulas,CF,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€35.0m,€12.0m,683,False,,1,1.327,0.745,,-0.001,-0.5,1.083
Premier League,Brighton & Hove Albion,25/26,summer,Maxim De Cuyper,LB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€20.0m,€16.0m,2282,False,,1,9.083,6.5,,1.5,-0.417,1.5
Premier League,Brighton & Hove Albion,25/26,summer,Tom Watson,W,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€12.0m,€8.0m,Sunderland AFC,False,,1,0.0,0.118,,-0.524,-0.5,-0.125
Premier League,Brighton & Hove Albion,25/26,summer,Diego Coppola,CB,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€11.0m,€10.0m,Hellas Verona,False,,1,0.0,0.482,,-0.335,-0.196,
Premier League,Brighton & Hove Albion,25/26,summer,Do-young Yoon,W,starter,2.0,addresses_problem|improves_problem|replaces_sold,€2.0m,€800k,6499,False,,1,0.0,0.0,,,-0.714,
Premier League,Brighton & Hove Albion,25/26,summer,Olivier Boscagli,CB,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€20.0m,PSV Eindhoven,False,,1,2.059,1.689,,0.12,0.5,-0.25
Premier League,Brighton & Hove Albion,25/26,summer,James Beadle,GK,starter,2.0,improves_problem|replaces_sold|rotation_option,,€5.0m,39336,False,,1,0.25,0.0,,,,0.25
Premier League,Brighton & Hove Albion,25/26,summer,Andrew Moran,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,,€3.5m,39336,True,€1.1m,1,0.0,0.0,-1.053,,-0.588,
Premier League,Brighton & Hove Albion,25/26,winter,Pascal Groß,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€2.0m,€3.5m,Borussia Dortmund,False,,1,4.158,3.457,,0.201,0.5,0.0
LaLiga,CD Leganés,19/20,summer,Kenneth Omeruo,CB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€7.0m,€5.0m,Chelsea FC,False,,1,8.22,6.5,,1.5,-0.5,0.72
LaLiga,CD Leganés,19/20,summer,Martin Braithwaite,CF,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€5.0m,€8.0m,641,True,€18.0m,1,6.271,3.77,2.0,-0.061,0.5,0.062
LaLiga,CD Leganés,19/20,summer,Jonathan Silva,LB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€2.7m,€3.0m,Sporting CP,False,,1,9.547,6.5,,1.38,0.167,1.5
LaLiga,CD Leganés,19/20,summer,Juan Muñoz,CF,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€1.5m,€1.5m,11596,False,,1,0.0,0.0,,,0.0,
LaLiga,CD Leganés,19/20,summer,Roberto Rosales,RB,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€1.2m,€2.5m,Málaga CF,False,,1,4.019,3.957,,-0.078,0.5,-0.36
LaLiga,CD Leganés,19/20,summer,Federico Varela,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€1.0m,€2.0m,10331,False,,1,0.0,0.0,,,0.588,-0.706
LaLiga,CD Leganés,19/20,summer,Sabin Merino,CF,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€1.0m,Athletic Bilbao,True,€0,1,0.0,0.152,-1.333,-0.301,0.0,-0.067
LaLiga,CD Leganés,19/20,summer,Álex Martín,CB,rotation,1.0,replaces_sold|rotation_option,€0,€100k,6767,False,,1,0.714,0.0,,,0.714,
LaLiga,CD Leganés,19/20,summer,Brian Melendres,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,,75,False,,1,0.0,0.0,,,,
LaLiga,CD Leganés,19/20,summer,Kleandro Lleshi,CB,rotation,1.0,replaces_sold|rotation_option,,€200k,17686,False,,1,0.0,0.0,,,,
LaLiga,CD Leganés,24/25,summer,Miguel de la Fuente,CF,starter,2.0,replaces_sold|significant_outlay,€2.0m,€2.5m,Deportivo Alavés,False,,1,3.186,3.63,,-0.578,0.333,-0.2
LaLiga,CD Leganés,24/25,summer,Juan Cruz,W,starter,2.0,replaces_sold|significant_outlay,€1.0m,€1.5m,Real Betis Balompié,False,,1,6.707,4.783,,-0.076,0.5,1.5
LaLiga,CD Leganés,24/25,summer,Enric Franquesa,LB,rotation,1.0,replaces_sold|rotation_option,€90k,€1.5m,Levante UD,False,,1,6.101,2.917,,1.183,0.5,1.5
LaLiga,CD Leganés,24/25,summer,Renato Tapia,MID,rotation,1.0,replaces_sold|rotation_option,€0,€5.0m,Celta de Vigo,False,,1,8.973,6.5,,1.373,0.5,0.6
LaLiga,CD Leganés,24/25,summer,Valentin Rosier,RB,rotation,1.0,replaces_sold|rotation_option,€0,€4.0m,114,False,,1,9.625,6.5,,1.5,0.5,1.125
LaLiga,CD Leganés,24/25,summer,Munir El Haddadi,MID,rotation,1.0,replaces_sold|rotation_option,€0,€2.5m,UD Las Palmas,False,,1,6.76,4.062,,1.298,0.5,0.9
LaLiga,CD Leganés,24/25,summer,Óscar Rodríguez,MID,rotation,1.0,replaces_sold|rotation_option,€0,€2.5m,Sevilla FC,False,,1,9.269,6.286,,1.282,0.5,1.2
LaLiga,CD Leganés,24/25,summer,Roberto López,MID,starter,2.0,replaces_sold,€0,€2.5m,Real Sociedad,False,,1,0.219,0.821,,-0.502,0.5,-0.6
LaLiga,CD Leganés,24/25,summer,Matija Nastasić,CB,rotation,1.0,replaces_sold|rotation_option,€0,€1.5m,RCD Mallorca,False,,1,9.243,6.5,,1.443,0.5,0.8
LaLiga,CD Leganés,24/25,summer,Juan Soriano,GK,rotation,1.0,replaces_sold|rotation_option,€0,€1.5m,648,False,,1,5.566,2.566,,1.5,0.5,1.0
LaLiga,CD Leganés,24/25,summer,Marko Dmitrovic,GK,rotation,1.0,replaces_sold|rotation_option,€0,€900k,Sevilla FC,False,,1,9.827,6.5,,1.494,0.5,1.333
LaLiga,CD Leganés,24/25,winter,Duk,W,starter,2.0,replaces_sold|significant_outlay,€715k,€1.2m,370,False,,1,0.408,0.361,,-0.286,0.5,-0.167
LaLiga,CD Leganés,24/25,winter,Yan Diomande,W,starter,2.0,replaces_sold,€0,,129493,False,,1,1.823,1.431,,0.392,,
Eredivisie,ADO Den Haag,19/20,summer,Michiel Kramer,CF,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€800k,FC Utrecht,False,,2,3.13,3.373,,-0.29,0.5,-0.453
Eredivisie,ADO Den Haag,19/20,summer,Bilal Ould-Chikh,W,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€100k,833,False,,2,2.524,1.143,,-0.619,0.5,1.5
Eredivisie,ADO Den Haag,19/20,summer,Milan van Ewijk,RB,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,,3410,False,,2,5.983,6.011,,-0.028,,
